tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags,tcp.len,tcp.window_size
443,54293,1,2,0x0010,0,151
54299,443,1,1,0x0010,1,257
54364,443,0,0,0x0002,0,64240
54347,443,2588,4253,0x0010,1,130304
443,54299,1,2,0x0010,0,16384
443,54364,0,1,0x0012,0,26883
54364,443,1,1,0x0010,0,131328
54364,443,1,1,0x0018,311,131328
443,54345,1,1,0x0018,31,124
443,54345,32,1,0x0011,0,124
54345,443,1,33,0x0010,0,510
443,54347,4253,2589,0x0010,0,42496
443,54364,1,312,0x0010,0,28160
443,54364,1,312,0x0018,147,28160
54364,443,312,148,0x0018,1853,131072
443,54200,421,150,0x0018,104,501
443,54364,148,2165,0x0010,0,48896
443,54364,148,2165,0x0018,1110,48896
54364,443,2165,1258,0x0018,905,130048
54200,443,150,525,0x0010,0,514
54200,443,150,525,0x0018,31,514
443,54324,49924,2910,0x0018,1306,190
443,54200,525,181,0x0010,0,501
443,54364,1258,3070,0x0010,0,51968
443,54364,1258,3070,0x0018,469,51968
443,54364,1727,3070,0x0018,160,51968
443,54364,1887,3070,0x0018,160,51968
54364,443,3070,2047,0x0010,0,131328
54364,443,3070,2047,0x0018,119,131328
54309,443,4136,2291,0x0018,197,254
54309,443,4333,2291,0x0018,39,254
54309,443,4372,2291,0x0018,1794,254
443,54364,2047,3189,0x0010,0,51968
54364,443,3189,2047,0x0018,172,131328
443,54364,2047,3189,0x0018,1071,51968
443,54364,3118,3189,0x0018,168,51968
443,54364,3286,3189,0x0018,391,51968
54364,443,3361,3677,0x0010,0,131328
443,54364,3677,3189,0x0018,358,51968
443,54364,4035,3189,0x0018,400,51968
443,54364,4435,3189,0x0018,401,51968
443,54364,4836,3189,0x0018,401,51968
54364,443,3361,5237,0x0010,0,131328
443,54364,5237,3189,0x0018,402,51968
443,54364,5639,3189,0x0018,403,51968
54364,443,3361,6042,0x0010,0,130560
443,54364,6042,3189,0x0018,406,51968
54364,443,3361,6448,0x0010,0,130048
443,54309,2291,4333,0x0010,0,63
443,54309,2291,4372,0x0010,0,63
443,54309,2291,4372,0x0018,52,63
443,54309,2343,6166,0x0010,0,63
443,54309,2343,6166,0x0018,1082,63
54309,443,6166,3425,0x0010,0,258
54309,443,6166,3425,0x0018,35,258
54151,443,59,48,0x0018,58,515
54172,443,59,48,0x0018,58,515
443,54364,6448,3361,0x0018,1444,54784
443,54151,48,117,0x0018,47,2047
54364,443,3361,7892,0x0018,94,131328
443,54172,48,117,0x0018,47,2045
443,54309,3425,6201,0x0010,0,63
54151,443,117,95,0x0010,0,515
54172,443,117,95,0x0010,0,515
443,54364,7892,3455,0x0018,71,54784
443,54364,7963,3455,0x0018,392,54784
54364,443,3455,8355,0x0010,0,130816
443,54364,8355,3455,0x0018,387,54784
443,54364,8742,3455,0x0018,1059,54784
443,54364,9801,3455,0x0018,191,54784
54364,443,3455,9992,0x0010,0,131328
443,54364,9992,3455,0x0018,234,54784
54364,443,3455,10226,0x0010,0,131072
54364,443,3455,10226,0x0018,93,131072
443,54364,10226,3548,0x0018,70,54784
54364,443,3548,10296,0x0018,94,131072
443,54364,10296,3548,0x0018,1060,54784
443,54364,11356,3548,0x0018,192,54784
54364,443,3642,11548,0x0010,0,131328
443,54364,11548,3548,0x0018,238,54784
54364,443,3642,11786,0x0010,0,131072
443,54364,11786,3642,0x0018,71,54784
54364,443,3642,11857,0x0010,0,131072
443,54273,1,2,0x0014,0,0
443,54324,49924,2910,0x0018,1306,190
443,54364,11857,3642,0x0018,1060,54784
443,54364,12917,3642,0x0018,192,54784
443,54364,13109,3642,0x0018,238,54784
54364,443,3642,13347,0x0010,0,131328
54364,443,3642,13347,0x0018,100,131328
443,54364,13347,3742,0x0018,71,54784
443,54364,13418,3742,0x0018,1060,54784
54364,443,3742,14478,0x0010,0,130048
443,54364,14478,3742,0x0018,192,54784
443,54364,14670,3742,0x0018,238,54784
54364,443,3742,14908,0x0010,0,131328
54177,443,1103,21008,0x0018,57,1026
443,54177,21008,1160,0x0018,46,6146
54177,443,1160,21054,0x0010,0,1026
443,54276,110,3463,0x0018,46,425
443,54276,156,3463,0x0018,31,425
54276,443,3463,187,0x0010,0,254
54276,443,3463,187,0x0011,0,254
443,54276,187,3463,0x0011,0,425
54276,443,3464,188,0x0010,0,254
54345,443,1,33,0x0014,0,0
54365,443,0,0,0x0002,0,64240
443,54276,188,3464,0x0010,0,425
54259,443,66,60,0x0010,1,253
443,54259,60,67,0x0010,0,251
443,54365,0,1,0x0012,0,26883
54365,443,1,1,0x0010,0,65536
54365,443,1,1,0x0018,329,65536
63850,7680,0,0,0x0002,0,64240
443,54365,1,330,0x0010,0,28160
443,54365,1,330,0x0018,147,28160
54365,443,330,148,0x0018,222,65536
443,54365,148,552,0x0010,0,29184
443,54365,148,552,0x0018,54,29184
54365,443,552,202,0x0018,724,65280
54321,443,5398,2147,0x0010,1,253
443,54321,2147,5399,0x0010,0,16
443,54365,202,1276,0x0018,554,30720
54365,443,1276,756,0x0010,0,64768
443,54324,49924,2910,0x0018,1306,190
63850,7680,0,0,0x0002,0,64240
54283,443,1,33,0x0014,0,0
54280,443,2,1,0x0018,3923,257
54280,443,3925,1,0x0018,44,257
54299,443,2,1,0x0018,114,257
54299,443,116,1,0x0018,46,257
54299,443,162,1,0x0018,107,257
443,54299,1,162,0x0010,0,16383
443,54299,1,269,0x0018,46,16383
443,54280,1,2882,0x0010,0,16385
443,54280,1,3969,0x0010,0,16380
443,54280,1,3969,0x0018,321,16380
54288,443,1,1,0x0010,1,513
54299,443,269,47,0x0010,0,256
54280,443,3969,322,0x0010,0,256
63850,7680,0,0,0x0002,0,64240
443,54288,1,0,0x0004,0,0
443,54299,47,269,0x0018,128,16383
54296,443,1,1,0x0010,1,511
54299,443,269,175,0x0010,0,256
443,54296,1,0,0x0004,0,0
443,54364,14908,3742,0x0018,98,54784
443,54364,15006,3742,0x0018,1060,54784
443,54364,16066,3742,0x0018,192,54784
54364,443,3742,16258,0x0010,0,130048
443,54364,16258,3742,0x0018,239,54784
54364,443,3742,16497,0x0010,0,131328
443,54175,0,2,0x0010,0,501
54175,443,2,1,0x0010,0,512
54175,443,1,1,0x0010,1,512
443,54175,1,2,0x0010,0,501
443,54200,525,181,0x0018,27,501
54200,443,181,552,0x0010,0,514
54364,443,3742,16497,0x0018,96,131328
443,54364,16497,3838,0x0018,71,54784
54364,443,3838,16568,0x0010,0,131328
63850,7680,0,0,0x0002,0,64240
54364,443,3838,16568,0x0018,95,131328
443,54364,16568,3933,0x0018,71,54784
54364,443,3933,16639,0x0018,96,131072
443,54364,16639,4029,0x0018,71,54784
54364,443,4029,16710,0x0018,96,131072
443,54324,49924,2910,0x0018,1306,190
443,54364,16710,4125,0x0018,71,54784
443,54364,16781,4125,0x0018,1060,54784
443,54364,17841,4125,0x0018,192,54784
443,54364,18033,4125,0x0018,241,54784
54364,443,4125,18274,0x0010,0,131328
54364,443,4125,18274,0x0018,97,131328
443,54364,18274,4125,0x0018,1061,54784
443,54364,19335,4125,0x0018,193,54784
443,54364,19528,4125,0x0018,242,54784
54364,443,4222,19770,0x0010,0,131328
443,54364,19770,4222,0x0018,72,54784
54364,443,4222,19842,0x0010,0,131328
443,54364,19842,4222,0x0018,1061,54784
443,54364,20903,4222,0x0018,192,54784
443,54364,21095,4222,0x0018,242,54784
54364,443,4222,21095,0x0010,0,130048
54364,443,4222,21337,0x0010,0,131328
443,54364,21337,4222,0x0018,1060,54784
443,54364,22397,4222,0x0018,192,54784
54364,443,4222,22589,0x0010,0,130048
443,54364,22589,4222,0x0018,242,54784
54364,443,4222,22831,0x0010,0,131328
54323,443,25225,724008,0x0018,5789,257
54323,443,31014,724008,0x0018,39,257
54323,443,31053,724008,0x0018,9350,257
54323,443,40403,724008,0x0018,811,257
443,54323,724008,26625,0x0010,0,16
443,54323,724008,28025,0x0010,0,16
443,54323,724008,29425,0x0010,0,16
443,54323,724008,31014,0x0010,0,16
443,54323,724008,31053,0x0010,0,16
443,54323,724008,32453,0x0010,0,16
443,54323,724008,36653,0x0010,0,16
443,54323,724008,38053,0x0010,0,16
443,54323,724008,39453,0x0010,0,17
443,54323,724008,40403,0x0010,0,17
443,54323,724008,41214,0x0010,0,17
443,54323,724008,41214,0x0018,39,17
54323,443,41214,724047,0x0018,4671,256
54323,443,45885,724047,0x0018,1403,256
54364,443,4222,22831,0x0018,129,131328
443,54323,724047,44014,0x0010,0,18
443,54323,724047,45885,0x0010,0,19
443,54323,724047,47288,0x0010,0,19
443,54364,22831,4351,0x0018,64,57600
443,54364,22895,4351,0x0018,72,57600
443,54364,22967,4351,0x0018,1060,57600
443,54364,24027,4351,0x0018,192,57600
54364,443,4351,24219,0x0010,0,129792
443,54364,24219,4351,0x0018,232,57600
443,54323,724047,47288,0x0018,293,19
443,54323,724340,47288,0x0018,89,19
443,54323,724429,47288,0x0018,31,19
54323,443,47288,724460,0x0010,0,255
54323,443,47288,724460,0x0018,35,255
443,54323,724460,47323,0x0018,273,19
443,54323,724733,47323,0x0018,47,19
443,54323,724780,47323,0x0018,31,19
54323,443,47323,724811,0x0010,0,253
54364,443,4351,24451,0x0010,0,131328
54200,443,181,552,0x0018,28,514
54321,443,5399,2147,0x0018,85,253
54321,443,5484,2147,0x0018,39,253
54321,443,5523,2147,0x0018,991,253
443,54321,2147,5484,0x0010,0,16
443,54321,2147,5523,0x0010,0,16
443,54321,2147,5523,0x0018,39,16
443,54321,2186,6514,0x0010,0,16
54321,443,6514,2186,0x0010,0,253
443,54200,552,209,0x0010,0,501
443,54321,2186,6514,0x0018,503,16
443,54321,2689,6514,0x0018,47,16
443,54321,2736,6514,0x0018,31,16
54321,443,6514,2767,0x0010,0,257
54321,443,6514,2767,0x0018,35,257
443,54321,2767,6549,0x0010,0,16
54200,443,209,552,0x0018,31,514
443,54200,552,240,0x0010,0,501
443,54200,552,240,0x0018,104,501
54356,443,2279,3497,0x0011,0,65280
54355,443,2685,4253,0x0011,0,64512
54355,443,2686,4253,0x0014,0,0
54366,443,0,0,0x0002,0,64240
54200,443,240,656,0x0010,0,513
443,54323,724811,47323,0x0018,1360,19
443,54323,726171,47323,0x0018,1143,19
54323,443,47323,727314,0x0010,0,257
54323,443,47323,727314,0x0018,4677,257
54323,443,52000,727314,0x0018,1656,257
443,54366,0,1,0x0012,0,42340
54366,443,1,1,0x0010,0,65536
54366,443,1,1,0x0018,1896,65536
443,54356,3497,2280,0x0010,0,42496
443,54355,4253,2686,0x0010,0,42496
443,54323,727314,50123,0x0010,0,20
443,54323,727314,52000,0x0010,0,20
443,54323,727314,53656,0x0010,0,21
443,54323,727314,53656,0x0018,1143,21
443,54323,728457,53656,0x0018,1143,21
54323,443,53656,729600,0x0010,0,257
443,54323,729600,53656,0x0010,1460,21
443,54323,731060,53656,0x0010,1460,21
443,54323,732520,53656,0x0018,511,21
54323,443,53656,733031,0x0010,0,257
443,54323,733031,53656,0x0010,1460,21
443,54323,734491,53656,0x0010,1460,21
443,54323,735951,53656,0x0018,532,21
54323,443,53656,736483,0x0010,0,257
443,54323,736483,53656,0x0018,1207,21
443,54366,1,1461,0x0010,0,42496
443,54366,1,1897,0x0010,0,42496
443,54366,1,1897,0x0018,137,42496
54366,443,1897,138,0x0018,51,65536
54366,443,1948,138,0x0018,374,65536
54323,443,53656,737690,0x0010,0,252
443,54323,737690,53656,0x0018,1207,21
443,54323,738897,53656,0x0018,334,21
54323,443,53656,739231,0x0010,0,257
443,54323,739231,53656,0x0018,47,21
443,54323,739278,53656,0x0018,31,21
54323,443,53656,739309,0x0010,0,256
443,54323,739309,53656,0x0018,1207,21
443,54323,740516,53656,0x0018,1207,21
54323,443,53656,741723,0x0010,0,257
443,54323,741723,53656,0x0018,1239,21
54323,443,53656,742962,0x0010,0,252
443,54323,742962,53656,0x0018,1239,21
443,54366,138,2322,0x0010,0,42496
443,54366,138,2322,0x0018,756,42496
443,54323,744201,53656,0x0018,1239,21
54323,443,53656,745440,0x0010,0,257
54366,443,2322,894,0x0010,0,64768
443,54323,745440,53656,0x0018,1239,21
443,54323,746679,53656,0x0018,1239,21
54323,443,53656,747918,0x0010,0,257
443,54323,747918,53656,0x0018,1239,21
443,54323,749157,53656,0x0018,1271,21
54323,443,53656,750428,0x0010,0,257
443,54323,750428,53656,0x0018,1271,21
54323,443,53656,751699,0x0010,0,252
443,54323,751699,53656,0x0018,1271,21
54323,443,53656,752970,0x0010,0,257
443,54323,752970,53656,0x0018,1271,21
443,54323,754241,53656,0x0018,1303,21
54323,443,53656,755544,0x0010,0,257
443,54323,755544,53656,0x0018,1303,21
443,54323,756847,53656,0x0018,1303,21
54323,443,53656,758150,0x0010,0,257
443,54323,758150,53656,0x0018,1303,21
54323,443,53656,759453,0x0010,0,251
443,54323,759453,53656,0x0018,1303,21
54323,443,53656,760756,0x0010,0,257
443,54323,760756,53656,0x0018,1335,21
54357,443,2279,3497,0x0011,0,130816
54358,443,2322,926,0x0011,0,130304
54358,443,2323,926,0x0014,0,0
54367,443,0,0,0x0002,0,64240
54323,443,53656,762091,0x0010,0,251
443,54323,762091,53656,0x0018,1335,21
443,54289,1025,2368,0x0018,31,425
443,54289,1056,2368,0x0011,0,425
54289,443,2368,1057,0x0010,0,513
443,54323,763426,53656,0x0018,1335,21
54323,443,53656,764761,0x0010,0,257
443,54323,764761,53656,0x0018,1324,21
443,54323,766085,53656,0x0018,1367,21
54323,443,53656,767452,0x0010,0,257
443,54323,767452,53656,0x0018,1367,21
443,54357,3497,2280,0x0010,0,42496
443,54367,0,1,0x0012,0,42340
443,54358,926,2323,0x0010,0,42496
54367,443,1,1,0x0010,0,65536
54367,443,1,1,0x0018,1896,65536
443,54323,768819,53656,0x0018,1367,21
54323,443,53656,770186,0x0010,0,257
54279,443,3915,362,0x0010,1,256
443,54323,770186,53656,0x0018,1367,21
443,54323,771553,53656,0x0018,1367,21
54323,443,53656,772920,0x0010,0,257
443,54323,772920,53656,0x0018,1399,21
443,54323,774319,53656,0x0018,1399,21
54323,443,53656,775718,0x0010,0,257
443,54323,775718,53656,0x0018,1399,21
443,54367,1,1461,0x0010,0,42496
443,54367,1,1897,0x0010,0,42496
443,54367,1,1897,0x0010,1460,42496
443,54367,1461,1897,0x0018,1460,42496
54367,443,1897,2921,0x0010,0,65536
443,54367,2921,1897,0x0018,302,42496
54367,443,1897,3223,0x0018,318,65280
443,54323,777117,53656,0x0018,1399,21
54323,443,53656,778516,0x0010,0,257
443,54323,778516,53656,0x0018,1399,21
443,54323,779915,53656,0x0018,1431,21
54323,443,53656,781346,0x0010,0,257
443,54279,362,3916,0x0010,0,16381
443,54323,781346,53656,0x0018,1431,21
443,54323,782777,53656,0x0018,1431,21
54323,443,53656,784208,0x0010,0,257
443,54323,784208,53656,0x0018,1431,21
443,54367,3223,2215,0x0018,242,42496
54367,443,2215,3465,0x0018,374,65024
54323,443,53656,785639,0x0010,0,257
443,54323,785639,53656,0x0018,1431,21
54323,443,53656,787070,0x0010,0,257
443,54323,787070,53656,0x0010,1460,21
443,54323,788530,53656,0x0018,1371,21
54323,443,53656,789901,0x0010,0,257
443,54367,3465,2589,0x0018,756,42496
54367,443,2589,4221,0x0010,0,64256
443,54323,789901,53656,0x0010,1460,21
443,54323,791361,53656,0x0018,3,21
54323,443,53656,791364,0x0010,0,257
443,54323,791364,53656,0x0010,1460,21
443,54323,792824,53656,0x0018,3,21
54323,443,53656,792827,0x0010,0,257
443,54323,792827,53656,0x0010,1460,21
443,54323,794287,53656,0x0018,3,21
54323,443,53656,794290,0x0010,0,257
443,54323,794290,53656,0x0010,1460,21
443,54323,795750,53656,0x0018,1435,21
54323,443,53656,797185,0x0010,0,257
443,54323,797185,53656,0x0010,1460,21
443,54323,798645,53656,0x0018,3,21
54323,443,53656,798648,0x0010,0,257
443,54323,798648,53656,0x0010,1460,21
443,54323,800108,53656,0x0018,35,21
54323,443,53656,800143,0x0010,0,257
443,54323,800143,53656,0x0010,1460,21
443,54364,24451,4351,0x0018,99,57600
443,54323,801603,53656,0x0018,35,21
443,54364,24550,4351,0x0018,1060,57600
443,54364,25610,4351,0x0018,192,57600
443,54364,25802,4351,0x0018,239,57600
54323,443,53656,801638,0x0010,0,257
54364,443,4351,26041,0x0010,0,131328
443,54323,801638,53656,0x0010,1460,21
443,54323,803098,53656,0x0018,35,21
54323,443,53656,803133,0x0010,0,257
443,54175,0,2,0x0010,0,501
54175,443,2,1,0x0010,0,512
54175,443,1,1,0x0010,1,512
443,54323,803133,53656,0x0010,1460,21
443,54323,804593,53656,0x0018,35,21
54323,443,53656,804628,0x0010,0,257
443,54323,804628,53656,0x0010,1460,21
443,54323,806088,53656,0x0018,35,21
54323,443,53656,806123,0x0010,0,257
443,54323,806123,53656,0x0010,1460,21
443,54323,807583,53656,0x0018,24,21
54323,443,53656,807607,0x0010,0,257
443,54323,807607,53656,0x0010,1460,21
443,54323,809067,53656,0x0018,72,21
54323,443,53656,809139,0x0010,0,257
443,54323,809139,53656,0x0010,1460,21
443,54323,810599,53656,0x0018,72,21
54323,443,53656,810671,0x0010,0,257
443,54175,1,2,0x0010,0,501
443,54323,810671,53656,0x0010,1460,21
443,54323,812131,53656,0x0018,72,21
54323,443,53656,812203,0x0010,0,257
443,54323,812203,53656,0x0010,1460,21
443,54323,813663,53656,0x0018,72,21
54323,443,53656,813735,0x0010,0,257
443,54323,813735,53656,0x0010,1460,21
443,54323,815195,53656,0x0018,72,21
54323,443,53656,815267,0x0010,0,257
443,54323,815267,53656,0x0010,1460,21
443,54323,816727,53656,0x0018,72,21
54323,443,53656,816799,0x0010,0,257
443,54323,816799,53656,0x0010,1460,21
443,54323,818259,53656,0x0018,72,21
54323,443,53656,818331,0x0010,0,257
443,54323,818331,53656,0x0010,1460,21
443,54323,819791,53656,0x0018,72,21
54323,443,53656,819863,0x0010,0,257
443,54323,819863,53656,0x0010,1460,21
443,54323,821323,53656,0x0018,61,21
54323,443,53656,821384,0x0010,0,257
443,54323,821384,53656,0x0010,1460,21
443,54323,822844,53656,0x0018,104,21
54323,443,53656,822948,0x0010,0,257
443,54323,822948,53656,0x0010,1460,21
443,54323,824408,53656,0x0018,104,21
54323,443,53656,824512,0x0010,0,257
443,54323,824512,53656,0x0010,1460,21
443,54323,825972,53656,0x0018,104,21
54323,443,53656,826076,0x0010,0,257
443,54323,826076,53656,0x0010,1460,21
443,54323,827536,53656,0x0018,104,21
54323,443,53656,827640,0x0010,0,257
54260,5228,1,1,0x0010,1,256
63850,7680,0,0,0x0002,0,64240
443,54323,827640,53656,0x0010,1460,21
443,54323,829100,53656,0x0018,109,21
54323,443,53656,829209,0x0010,0,257
54323,443,53656,829209,0x0018,35,257
5228,54260,1,2,0x0010,0,290
443,54323,829209,53691,0x0010,0,21
443,54323,829209,53691,0x0010,1460,21
443,54323,830669,53691,0x0018,98,21
54323,443,53691,830767,0x0010,0,257
443,54323,830767,53691,0x0010,1460,21
443,54323,832227,53691,0x0018,141,21
54323,443,53691,832368,0x0010,0,257
443,54323,832368,53691,0x0010,1460,21
443,54323,833828,53691,0x0018,141,21
54323,443,53691,833969,0x0010,0,257
443,54323,833969,53691,0x0010,1460,21
443,54323,835429,53691,0x0018,141,21
54323,443,53691,835570,0x0010,0,257
443,54323,835570,53691,0x0010,1460,21
443,54323,837030,53691,0x0018,141,21
54323,443,53691,837171,0x0010,0,257
443,54323,837171,53691,0x0010,1460,21
443,54323,838631,53691,0x0018,141,21
54323,443,53691,838772,0x0010,0,257
443,54323,838772,53691,0x0010,1460,21
443,54323,840232,53691,0x0018,173,21
54323,443,53691,840405,0x0010,0,257
54323,443,53691,840405,0x0018,35,257
443,54323,840405,53726,0x0010,0,21
443,54323,840405,53726,0x0010,1460,21
443,54323,841865,53726,0x0018,173,21
54323,443,53726,842038,0x0010,0,257
443,54323,842038,53726,0x0010,1460,21
443,54323,843498,53726,0x0018,173,21
54323,443,53726,843671,0x0010,0,257
443,54323,843671,53726,0x0010,1460,21
443,54323,845131,53726,0x0018,173,21
54323,443,53726,845304,0x0010,0,257
443,54323,845304,53726,0x0010,1460,21
443,54323,846764,53726,0x0018,173,21
54323,443,53726,846937,0x0010,0,257
443,54323,846937,53726,0x0010,1460,21
443,54323,848397,53726,0x0018,173,21
54323,443,53726,848570,0x0010,0,257
443,54323,848397,53726,0x0018,173,21
54323,443,53726,848570,0x0010,0,257
443,54323,848570,53726,0x0010,1460,21
443,54323,850030,53726,0x0018,173,21
54323,443,53726,850203,0x0010,0,257
443,54323,850203,53726,0x0010,1460,21
443,54323,851663,53726,0x0018,205,21
54323,443,53726,851868,0x0010,0,257
443,54323,851868,53726,0x0010,1460,21
443,54323,853328,53726,0x0018,205,21
54323,443,53726,853533,0x0010,0,257
443,54323,853533,53726,0x0010,1460,21
443,54323,854993,53726,0x0018,205,21
54323,443,53726,855198,0x0010,0,257
443,54323,855198,53726,0x0010,1460,21
443,54323,856658,53726,0x0010,1460,21
443,54323,858118,53726,0x0010,1460,21
443,54323,859578,53726,0x0018,585,21
54323,443,53726,860163,0x0010,0,257
443,54323,860163,53726,0x0010,1460,21
443,54323,861623,53726,0x0018,237,21
54323,443,53726,861860,0x0010,0,257
443,54323,861860,53726,0x0010,1460,21
443,54323,863320,53726,0x0018,237,21
443,54323,863557,53726,0x0010,1460,21
443,54323,865017,53726,0x0018,237,21
54323,443,53726,865254,0x0010,0,257
443,54323,865254,53726,0x0010,1460,21
443,54323,866714,53726,0x0018,237,21
54323,443,53726,866951,0x0010,0,257
443,54323,866951,53726,0x0010,1460,21
443,54323,868411,53726,0x0018,226,21
54323,443,53726,868637,0x0010,0,257
443,54323,868637,53726,0x0010,1460,21
443,54323,870097,53726,0x0018,269,21
54323,443,53726,870366,0x0010,0,257
443,54323,870366,53726,0x0010,1460,21
443,54323,871826,53726,0x0018,269,21
54323,443,53726,872095,0x0010,0,257
443,54323,872095,53726,0x0010,1460,21
443,54323,873555,53726,0x0018,269,21
54323,443,53726,873824,0x0010,0,257
443,54323,873824,53726,0x0010,1460,21
443,54323,875284,53726,0x0018,269,21
54323,443,53726,875553,0x0010,0,257
443,54323,875553,53726,0x0010,1460,21
443,54323,877013,53726,0x0018,269,21
54323,443,53726,877282,0x0010,0,257
443,54323,877282,53726,0x0010,1460,21
443,54323,878742,53726,0x0018,269,21
54323,443,53726,879011,0x0010,0,257
54290,443,1,33,0x0014,0,0
443,54323,879011,53726,0x0010,1460,21
443,54323,880471,53726,0x0018,301,21
54323,443,53726,880772,0x0010,0,257
443,54323,880772,53726,0x0010,1460,21
443,54323,882232,53726,0x0010,1460,21
443,54323,883692,53726,0x0018,571,21
443,54323,884263,53726,0x0010,1460,21
54323,443,53726,885723,0x0010,0,257
443,54323,885723,53726,0x0018,301,21
443,54323,885723,53726,0x0018,301,21
54323,443,53726,886024,0x0010,0,255
443,54323,886024,53726,0x0010,1460,21
443,54323,887484,53726,0x0018,301,21
54323,443,53726,887785,0x0010,0,257
443,54323,887785,53726,0x0010,1460,21
443,54323,889245,53726,0x0018,301,21
54323,443,53726,889546,0x0010,0,257
443,54323,889546,53726,0x0010,1460,21
443,54323,891006,53726,0x0018,333,21
54323,443,53726,891339,0x0010,0,257
443,54323,891339,53726,0x0010,1460,21
54323,443,53726,892799,0x0010,0,257
443,54323,893132,53726,0x0010,1460,21
443,54323,894592,53726,0x0018,333,21
443,54323,894592,53726,0x0018,333,21
443,54323,894925,53726,0x0010,1460,21
443,54323,896385,53726,0x0018,333,21
443,54323,892799,53726,0x0018,333,21
54323,443,53726,892799,0x0010,0,257
54323,443,53726,892799,0x0010,0,257
54323,443,53726,892799,0x0010,0,257
54323,443,53726,892799,0x0010,0,257
54323,443,53726,892799,0x0010,0,257
54323,443,53726,896718,0x0010,0,257
443,54323,896718,53726,0x0010,1460,21
443,54323,898178,53726,0x0018,333,21
54323,443,53726,898511,0x0010,0,257
443,54323,898511,53726,0x0010,1460,21
443,54323,899971,53726,0x0018,365,21
54323,443,53726,900336,0x0010,0,257
443,54323,900336,53726,0x0010,1460,21
443,54323,901796,53726,0x0018,365,21
54323,443,53726,902161,0x0010,0,257
443,54323,902161,53726,0x0010,1460,21
443,54323,903621,53726,0x0018,365,21
54323,443,53726,903986,0x0010,0,257
443,54323,903986,53726,0x0010,1460,21
443,54323,905446,53726,0x0018,365,21
54323,443,53726,905811,0x0010,0,257
443,54323,905811,53726,0x0010,1460,21
443,54323,907271,53726,0x0018,397,21
54323,443,53726,907668,0x0010,0,257
443,54323,907668,53726,0x0010,1460,21
443,54323,909128,53726,0x0018,397,21
54323,443,53726,909525,0x0010,0,257
443,54323,909525,53726,0x0010,1460,21
443,54323,910985,53726,0x0018,397,21
54323,443,53726,911382,0x0010,0,257
54359,443,2215,3497,0x0011,0,131072
54360,443,2621,4253,0x0011,0,64256
54360,443,2622,4253,0x0014,0,0
54368,443,0,0,0x0002,0,64240
54369,443,0,0,0x0002,0,64240
443,54360,4253,2622,0x0010,0,42496
443,54359,3497,2216,0x0010,0,42496
443,54368,0,1,0x0012,0,42340
54368,443,1,1,0x0010,0,131328
54368,443,1,1,0x0018,1960,131328
443,54369,0,1,0x0012,0,42340
443,54368,1,1461,0x0010,0,42496
443,54368,1,1961,0x0010,0,42496
443,54368,1,1961,0x0010,1460,42496
443,54368,1461,1961,0x0018,1460,42496
443,54368,2921,1961,0x0018,302,42496
54369,443,1,1,0x0010,0,131328
54368,443,1961,3223,0x0010,0,131328
54368,443,1961,3223,0x0018,318,131328
54369,443,1,1,0x0018,1896,131328
443,54323,911382,53726,0x0010,1460,21
443,54323,912842,53726,0x0018,397,21
54323,443,53726,913239,0x0010,0,257
443,54368,3223,2279,0x0018,242,42496
443,54369,1,1461,0x0010,0,42496
54368,443,2279,3465,0x0018,374,131072
443,54369,1,1897,0x0010,0,42496
443,54369,1,1897,0x0010,1460,42496
443,54369,1461,1897,0x0018,1460,42496
443,54369,2921,1897,0x0018,302,42496
54369,443,1897,3223,0x0010,0,131328
54369,443,1897,3223,0x0018,318,131328
443,54323,913239,53726,0x0010,1460,21
443,54323,914699,53726,0x0018,397,21
54323,443,53726,915096,0x0010,0,257
443,54323,915096,53726,0x0010,1460,21
443,54323,916556,53726,0x0018,397,21
54323,443,53726,916953,0x0010,0,257
443,54323,916953,53726,0x0010,1460,21
443,54323,918413,53726,0x0018,429,21
54323,443,53726,918842,0x0010,0,257
443,54323,918842,53726,0x0010,1460,21
443,54323,920302,53726,0x0018,429,21
54323,443,53726,920731,0x0010,0,257
80,54281,1,1,0x0018,45,265
54281,80,1,46,0x0018,35,257
80,54281,46,36,0x0010,0,265
443,54323,920731,53726,0x0010,1460,21
443,54323,922191,53726,0x0018,429,21
54323,443,53726,922620,0x0010,0,257
443,54323,922620,53726,0x0010,1460,21
443,54323,924080,53726,0x0018,429,21
54323,443,53726,924509,0x0010,0,257
443,54369,3223,2215,0x0018,242,42496
443,54368,3465,2653,0x0018,756,42496
443,54323,924509,53726,0x0010,1460,21
443,54323,925969,53726,0x0010,1460,21
443,54323,927429,53726,0x0018,848,21
54323,443,53726,928277,0x0010,0,257
443,54323,928277,53726,0x0010,1460,21
54323,443,53726,929737,0x0010,0,257
443,54323,929737,53726,0x0010,1460,21
443,54323,931197,53726,0x0018,891,21
54323,443,53726,932088,0x0010,0,257
54369,443,2215,3465,0x0010,0,131072
54368,443,2653,4221,0x0010,0,130304
443,54323,932088,53726,0x0010,1460,21
443,54323,933548,53726,0x0010,1460,21
443,54323,935008,53726,0x0010,1460,21
54323,443,53726,936468,0x0010,0,257
443,54323,936468,53726,0x0018,1385,21
54323,443,53726,937853,0x0010,0,251
443,54323,937853,53726,0x0010,1460,21
